"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 06 14:42:05 GMT 2024","Mon May 06 14:42:06 GMT 2024","1154","PlaywrightAutoTests","ChromiumTests","org.playground.BurgerMenuTest","org.playground.BurgerMenuTest","checkLogout","checkLogout",""
"passed","Mon May 06 14:41:43 GMT 2024","Mon May 06 14:41:44 GMT 2024","569","PlaywrightAutoTests","ChromeTests","org.playground.AuthenticationTest","org.playground.AuthenticationTest","login","login",""
"broken","Mon May 06 14:42:22 GMT 2024","Mon May 06 14:42:54 GMT 2024","31518","PlaywrightAutoTests","FirefoxTests","org.playground.CheckoutE2ETest","org.playground.CheckoutE2ETest","orderCheckoutE2E","orderCheckoutE2E",""
"passed","Mon May 06 14:42:11 GMT 2024","Mon May 06 14:42:11 GMT 2024","154","PlaywrightAutoTests","ChromiumTests","org.playground.CartPageTest","org.playground.CartPageTest","continueShoppingCheck","continueShoppingCheck",""
"passed","Mon May 06 14:42:14 GMT 2024","Mon May 06 14:42:14 GMT 2024","187","PlaywrightAutoTests","SafariTests","org.playground.CartPageTest","org.playground.CartPageTest","removeCartItemCheck","removeCartItemCheck",""
"passed","Mon May 06 14:42:03 GMT 2024","Mon May 06 14:42:05 GMT 2024","1187","PlaywrightAutoTests","ChromeTests","org.playground.BurgerMenuTest","org.playground.BurgerMenuTest","checkLogout","checkLogout",""
"broken","Mon May 06 14:42:19 GMT 2024","Mon May 06 14:42:51 GMT 2024","31422","PlaywrightAutoTests","ChromeTests","org.playground.CheckoutE2ETest","org.playground.CheckoutE2ETest","orderCheckoutE2E","orderCheckoutE2E",""
"passed","Mon May 06 14:42:14 GMT 2024","Mon May 06 14:42:14 GMT 2024","175","PlaywrightAutoTests","ChromiumTests","org.playground.CheckoutPersonTest","org.playground.CheckoutPersonTest","continueCheck","continueCheck",""
"passed","Mon May 06 14:42:06 GMT 2024","Mon May 06 14:42:07 GMT 2024","995","PlaywrightAutoTests","SafariTests","org.playground.BurgerMenuTest","org.playground.BurgerMenuTest","checkResetAppState","checkResetAppState",""
"passed","Mon May 06 14:42:20 GMT 2024","Mon May 06 14:42:20 GMT 2024","123","PlaywrightAutoTests","SafariTests","org.playground.CheckoutPersonTest","org.playground.CheckoutPersonTest","negativeLogin","negativeLogin",""
"passed","Mon May 06 14:41:56 GMT 2024","Mon May 06 14:41:56 GMT 2024","283","PlaywrightAutoTests","EdgeTests","org.playground.ProductsTest","org.playground.ProductsTest","checkSorting","checkSorting",""
"passed","Mon May 06 14:41:41 GMT 2024","Mon May 06 14:41:43 GMT 2024","2364","PlaywrightAutoTests","EdgeTests","org.playground.AuthenticationTest","org.playground.AuthenticationTest","checkPageStructure","checkPageStructure",""
"passed","Mon May 06 14:41:55 GMT 2024","Mon May 06 14:41:56 GMT 2024","385","PlaywrightAutoTests","ChromeTests","org.playground.ProductsTest","org.playground.ProductsTest","checkSorting","checkSorting",""
"passed","Mon May 06 14:41:54 GMT 2024","Mon May 06 14:41:54 GMT 2024","85","PlaywrightAutoTests","SafariTests","org.playground.ProductsTest","org.playground.ProductsTest","checkPageStructure","checkPageStructure",""
"passed","Mon May 06 14:41:53 GMT 2024","Mon May 06 14:41:54 GMT 2024","295","PlaywrightAutoTests","ChromiumTests","org.playground.ProductsTest","org.playground.ProductsTest","addAndRemoveItemsFromProducts","addAndRemoveItemsFromProducts",""
"passed","Mon May 06 14:41:53 GMT 2024","Mon May 06 14:41:54 GMT 2024","298","PlaywrightAutoTests","EdgeTests","org.playground.ProductsTest","org.playground.ProductsTest","addAndRemoveItemsFromProducts","addAndRemoveItemsFromProducts",""
"passed","Mon May 06 14:41:53 GMT 2024","Mon May 06 14:41:53 GMT 2024","771","PlaywrightAutoTests","SafariTests","org.playground.ProductsTest","org.playground.ProductsTest","addAndRemoveItemsFromProduct","addAndRemoveItemsFromProduct",""
"passed","Mon May 06 14:41:45 GMT 2024","Mon May 06 14:41:46 GMT 2024","485","PlaywrightAutoTests","FirefoxTests","org.playground.AuthenticationTest","org.playground.AuthenticationTest","negativeLogin","negativeLogin",""
