"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 15 13:14:24 GMT 2024","Fri Mar 15 13:14:24 GMT 2024","0","PlaywrightAutoTests","FirefoxTests","org.playground.CheckoutPersonTest","org.playground.CheckoutPersonTest","negativeMaximumLengthTest","negativeMaximumLengthTest",""
"passed","Fri Mar 15 13:14:46 GMT 2024","Fri Mar 15 13:14:46 GMT 2024","68","PlaywrightAutoTests","EdgeTests","org.playground.CheckoutPersonTest","org.playground.CheckoutPersonTest","cancelCheck","cancelCheck",""
"passed","Fri Mar 15 13:14:18 GMT 2024","Fri Mar 15 13:14:18 GMT 2024","71","PlaywrightAutoTests","FirefoxTests","org.playground.CartPageTest","org.playground.CartPageTest","cartItemsCheck","cartItemsCheck",""
"passed","Fri Mar 15 13:14:22 GMT 2024","Fri Mar 15 13:14:22 GMT 2024","121","PlaywrightAutoTests","SafariTests","org.playground.ProductsTest","org.playground.ProductsTest","checkSorting","checkSorting",""
"passed","Fri Mar 15 13:14:44 GMT 2024","Fri Mar 15 13:14:44 GMT 2024","107","PlaywrightAutoTests","EdgeTests","org.playground.CartPageTest","org.playground.CartPageTest","checkoutCheck","checkoutCheck",""
"passed","Fri Mar 15 13:14:08 GMT 2024","Fri Mar 15 13:14:08 GMT 2024","50","PlaywrightAutoTests","ChromiumTests","org.playground.ProductsTest","org.playground.ProductsTest","checkSorting","checkSorting",""
"passed","Fri Mar 15 13:14:21 GMT 2024","Fri Mar 15 13:14:21 GMT 2024","219","PlaywrightAutoTests","SafariTests","org.playground.ProductsTest","org.playground.ProductsTest","addAndRemoveItemsFromProducts","addAndRemoveItemsFromProducts",""
"passed","Fri Mar 15 13:14:44 GMT 2024","Fri Mar 15 13:14:44 GMT 2024","106","PlaywrightAutoTests","ChromeTests","org.playground.CartPageTest","org.playground.CartPageTest","continueShoppingCheck","continueShoppingCheck",""
"passed","Fri Mar 15 13:14:47 GMT 2024","Fri Mar 15 13:14:47 GMT 2024","187","PlaywrightAutoTests","ChromeTests","org.playground.CheckoutPersonTest","org.playground.CheckoutPersonTest","continueCheck","continueCheck",""
"passed","Fri Mar 15 13:14:14 GMT 2024","Fri Mar 15 13:14:14 GMT 2024","9","PlaywrightAutoTests","FirefoxTests","org.playground.BurgerMenuTest","org.playground.BurgerMenuTest","checkMenuStructure","checkMenuStructure",""
